时间/h,全域最大水分浓度/(kg/kg),中心水分浓度/(kg/kg),表面水分浓度/(kg/kg)
38.73333333,0.17902138,0.17902138,0.05571536
38.75000000,0.17898274,0.17898274,0.05571033
38.76666667,0.17894415,0.17894415,0.05570532
38.78333333,0.17890559,0.17890559,0.05570031
38.80000000,0.17886706,0.17886706,0.05569531
38.81666667,0.17882857,0.17882857,0.05569032
38.83333333,0.17879012,0.17879012,0.05568533
38.85000000,0.17875170,0.17875170,0.05568035
38.86666667,0.17871331,0.17871331,0.05567538
38.88333333,0.17867496,0.17867496,0.05567041
38.90000000,0.17863665,0.17863665,0.05566546
38.91666667,0.17859836,0.17859836,0.05566050
38.93333333,0.17856012,0.17856012,0.05565556
38.95000000,0.17852191,0.17852191,0.05565062
38.96666667,0.17848373,0.17848373,0.05564569
38.98333333,0.17844559,0.17844559,0.05564077
39.00000000,0.17840748,0.17840748,0.05563586
39.01666667,0.17836941,0.17836941,0.05563095
39.03333333,0.17833137,0.17833137,0.05562604
39.05000000,0.17829337,0.17829337,0.05562115
39.06666667,0.17825540,0.17825540,0.05561626
39.08333333,0.17821746,0.17821746,0.05561138
39.10000000,0.17817956,0.17817956,0.05560651
39.11666667,0.17814169,0.17814169,0.05560164
39.13333333,0.17810386,0.17810386,0.05559678
39.15000000,0.17806606,0.17806606,0.05559193
39.16666667,0.17802830,0.17802830,0.05558708
39.18333333,0.17799057,0.17799057,0.05558224
39.20000000,0.17795287,0.17795287,0.05557741
39.21666667,0.17791521,0.17791521,0.05557258
39.23333333,0.17787758,0.17787758,0.05556776
39.25000000,0.17783999,0.17783999,0.05556295
39.26666667,0.17780243,0.17780243,0.05555815
39.28333333,0.17776490,0.17776490,0.05555335
39.30000000,0.17772741,0.17772741,0.05554855
39.31666667,0.17768995,0.17768995,0.05554377
39.33333333,0.17765252,0.17765252,0.05553899
39.35000000,0.17761513,0.17761513,0.05553422
39.36666667,0.17757777,0.17757777,0.05552945
39.38333333,0.17754044,0.17754044,0.05552470
39.40000000,0.17750315,0.17750315,0.05551994
39.41666667,0.17746589,0.17746589,0.05551520
39.43333333,0.17742866,0.17742866,0.05551046
39.45000000,0.17739147,0.17739147,0.05550573
39.46666667,0.17735431,0.17735431,0.05550100
39.48333333,0.17731718,0.17731718,0.05549629
39.50000000,0.17728009,0.17728009,0.05549157
39.51666667,0.17724303,0.17724303,0.05548687
39.53333333,0.17720600,0.17720600,0.05548217
39.55000000,0.17716901,0.17716901,0.05547748
39.56666667,0.17713205,0.17713205,0.05547279
39.58333333,0.17709512,0.17709512,0.05546811
39.60000000,0.17705822,0.17705822,0.05546344
39.61666667,0.17702136,0.17702136,0.05545878
39.63333333,0.17698453,0.17698453,0.05545412
39.65000000,0.17694773,0.17694773,0.05544946
39.66666667,0.17691097,0.17691097,0.05544482
39.68333333,0.17687424,0.17687424,0.05544018
39.70000000,0.17683754,0.17683754,0.05543554
39.71666667,0.17680087,0.17680087,0.05543092
39.73333333,0.17676423,0.17676423,0.05542630
39.75000000,0.17672763,0.17672763,0.05542168
39.76666667,0.17669106,0.17669106,0.05541708
39.78333333,0.17665452,0.17665452,0.05541247
39.80000000,0.17661802,0.17661802,0.05540788
39.81666667,0.17658155,0.17658155,0.05540329
39.83333333,0.17654510,0.17654510,0.05539871
39.85000000,0.17650870,0.17650870,0.05539413
39.86666667,0.17647232,0.17647232,0.05538956
39.88333333,0.17643597,0.17643597,0.05538500
39.90000000,0.17639966,0.17639966,0.05538044
39.91666667,0.17636338,0.17636338,0.05537589
39.93333333,0.17632713,0.17632713,0.05537135
39.95000000,0.17629091,0.17629091,0.05536681
39.96666667,0.17625473,0.17625473,0.05536228
39.98333333,0.17621857,0.17621857,0.05535775
40.00000000,0.17618245,0.17618245,0.05535323
40.01666667,0.17614636,0.17614636,0.05534872
40.03333333,0.17611030,0.17611030,0.05534421
40.05000000,0.17607427,0.17607427,0.05533971
40.06666667,0.17603828,0.17603828,0.05533522
40.08333333,0.17600231,0.17600231,0.05533073
40.10000000,0.17596638,0.17596638,0.05532625
40.11666667,0.17593048,0.17593048,0.05532177
40.13333333,0.17589461,0.17589461,0.05531730
40.15000000,0.17585877,0.17585877,0.05531284
40.16666667,0.17582296,0.17582296,0.05530838
40.18333333,0.17578719,0.17578719,0.05530393
40.20000000,0.17575144,0.17575144,0.05529949
40.21666667,0.17571573,0.17571573,0.05529505
40.23333333,0.17568005,0.17568005,0.05529061
40.25000000,0.17564439,0.17564439,0.05528619
40.26666667,0.17560877,0.17560877,0.05528177
40.28333333,0.17557318,0.17557318,0.05527735
40.30000000,0.17553762,0.17553762,0.05527294
40.31666667,0.17550210,0.17550210,0.05526854
40.33333333,0.17546660,0.17546660,0.05526414
40.35000000,0.17543113,0.17543113,0.05525975
40.36666667,0.17539570,0.17539570,0.05525537
40.38333333,0.17536029,0.17536029,0.05525099
40.40000000,0.17532492,0.17532492,0.05524662
40.41666667,0.17528957,0.17528957,0.05524225
40.43333333,0.17525426,0.17525426,0.05523789
40.45000000,0.17521898,0.17521898,0.05523353
40.46666667,0.17518373,0.17518373,0.05522918
40.48333333,0.17514850,0.17514850,0.05522484
40.50000000,0.17511331,0.17511331,0.05522050
40.51666667,0.17507815,0.17507815,0.05521617
40.53333333,0.17504302,0.17504302,0.05521185
40.55000000,0.17500792,0.17500792,0.05520753
40.56666667,0.17497285,0.17497285,0.05520321
40.58333333,0.17493781,0.17493781,0.05519891
40.60000000,0.17490280,0.17490280,0.05519460
40.61666667,0.17486782,0.17486782,0.05519031
40.63333333,0.17483287,0.17483287,0.05518602
40.65000000,0.17479795,0.17479795,0.05518173
40.66666667,0.17476306,0.17476306,0.05517745
40.68333333,0.17472820,0.17472820,0.05517318
40.70000000,0.17469337,0.17469337,0.05516891
40.71666667,0.17465857,0.17465857,0.05516465
40.73333333,0.17462380,0.17462380,0.05516040
40.75000000,0.17458906,0.17458906,0.05515615
40.76666667,0.17455435,0.17455435,0.05515190
40.78333333,0.17451967,0.17451967,0.05514766
40.80000000,0.17448502,0.17448502,0.05514343
40.81666667,0.17445040,0.17445040,0.05513920
40.83333333,0.17441580,0.17441580,0.05513498
40.85000000,0.17438124,0.17438124,0.05513076
40.86666667,0.17434671,0.17434671,0.05512655
40.88333333,0.17431220,0.17431220,0.05512235
40.90000000,0.17427773,0.17427773,0.05511815
40.91666667,0.17424328,0.17424328,0.05511396
40.93333333,0.17420887,0.17420887,0.05510977
40.95000000,0.17417448,0.17417448,0.05510559
40.96666667,0.17414012,0.17414012,0.05510141
40.98333333,0.17410580,0.17410580,0.05509724
41.00000000,0.17407150,0.17407150,0.05509308
41.01666667,0.17403723,0.17403723,0.05508892
41.03333333,0.17400299,0.17400299,0.05508476
41.05000000,0.17396878,0.17396878,0.05508061
41.06666667,0.17393459,0.17393459,0.05507647
41.08333333,0.17390044,0.17390044,0.05507233
41.10000000,0.17386631,0.17386631,0.05506820
41.11666667,0.17383222,0.17383222,0.05506407
41.13333333,0.17379815,0.17379815,0.05505995
41.15000000,0.17376411,0.17376411,0.05505584
41.16666667,0.17373010,0.17373010,0.05505173
41.18333333,0.17369612,0.17369612,0.05504762
41.20000000,0.17366217,0.17366217,0.05504352
41.21666667,0.17362825,0.17362825,0.05503943
41.23333333,0.17359435,0.17359435,0.05503534
41.25000000,0.17356049,0.17356049,0.05503126
41.26666667,0.17352665,0.17352665,0.05502718
41.28333333,0.17349284,0.17349284,0.05502311
41.30000000,0.17345906,0.17345906,0.05501904
41.31666667,0.17342531,0.17342531,0.05501498
41.33333333,0.17339158,0.17339158,0.05501093
41.35000000,0.17335789,0.17335789,0.05500688
41.36666667,0.17332422,0.17332422,0.05500283
41.38333333,0.17329058,0.17329058,0.05499879
41.40000000,0.17325697,0.17325697,0.05499476
41.41666667,0.17322339,0.17322339,0.05499073
41.43333333,0.17318983,0.17318983,0.05498671
41.45000000,0.17315630,0.17315630,0.05498269
41.46666667,0.17312281,0.17312281,0.05497867
41.48333333,0.17308934,0.17308934,0.05497467
41.50000000,0.17305589,0.17305589,0.05497066
41.51666667,0.17302248,0.17302248,0.05496667
41.53333333,0.17298909,0.17298909,0.05496267
41.55000000,0.17295573,0.17295573,0.05495869
41.56666667,0.17292240,0.17292240,0.05495471
41.58333333,0.17288910,0.17288910,0.05495073
41.60000000,0.17285582,0.17285582,0.05494676
41.61666667,0.17282258,0.17282258,0.05494279
41.63333333,0.17278936,0.17278936,0.05493883
41.65000000,0.17275616,0.17275616,0.05493488
41.66666667,0.17272300,0.17272300,0.05493093
41.68333333,0.17268986,0.17268986,0.05492698
41.70000000,0.17265675,0.17265675,0.05492304
41.71666667,0.17262367,0.17262367,0.05491911
41.73333333,0.17259062,0.17259062,0.05491518
41.75000000,0.17255759,0.17255759,0.05491125
41.76666667,0.17252459,0.17252459,0.05490734
41.78333333,0.17249162,0.17249162,0.05490342
41.80000000,0.17245867,0.17245867,0.05489951
41.81666667,0.17242575,0.17242575,0.05489561
41.83333333,0.17239286,0.17239286,0.05489171
41.85000000,0.17236000,0.17236000,0.05488782
41.86666667,0.17232716,0.17232716,0.05488393
41.88333333,0.17229435,0.17229435,0.05488004
41.90000000,0.17226157,0.17226157,0.05487617
41.91666667,0.17222882,0.17222882,0.05487229
41.93333333,0.17219609,0.17219609,0.05486842
41.95000000,0.17216339,0.17216339,0.05486456
41.96666667,0.17213072,0.17213072,0.05486070
41.98333333,0.17209807,0.17209807,0.05485685
42.00000000,0.17206545,0.17206545,0.05485300
42.01666667,0.17203285,0.17203285,0.05484916
42.03333333,0.17200029,0.17200029,0.05484532
42.05000000,0.17196775,0.17196775,0.05484149
42.06666667,0.17193524,0.17193524,0.05483766
42.08333333,0.17190275,0.17190275,0.05483383
42.10000000,0.17187029,0.17187029,0.05483002
42.11666667,0.17183786,0.17183786,0.05482620
42.13333333,0.17180545,0.17180545,0.05482239
42.15000000,0.17177307,0.17177307,0.05481859
42.16666667,0.17174072,0.17174072,0.05481479
42.18333333,0.17170839,0.17170839,0.05481100
42.20000000,0.17167609,0.17167609,0.05480721
42.21666667,0.17164382,0.17164382,0.05480343
42.23333333,0.17161157,0.17161157,0.05479965
42.25000000,0.17157935,0.17157935,0.05479587
42.26666667,0.17154715,0.17154715,0.05479210
42.28333333,0.17151498,0.17151498,0.05478834
42.30000000,0.17148284,0.17148284,0.05478458
42.31666667,0.17145072,0.17145072,0.05478082
42.33333333,0.17141863,0.17141863,0.05477707
42.35000000,0.17138657,0.17138657,0.05477333
42.36666667,0.17135453,0.17135453,0.05476959
42.38333333,0.17132252,0.17132252,0.05476585
42.40000000,0.17129054,0.17129054,0.05476212
42.41666667,0.17125858,0.17125858,0.05475840
42.43333333,0.17122664,0.17122664,0.05475467
42.45000000,0.17119473,0.17119473,0.05475096
42.46666667,0.17116285,0.17116285,0.05474725
42.48333333,0.17113100,0.17113100,0.05474354
42.50000000,0.17109917,0.17109917,0.05473984
42.51666667,0.17106736,0.17106736,0.05473614
42.53333333,0.17103558,0.17103558,0.05473245
42.55000000,0.17100383,0.17100383,0.05472876
42.56666667,0.17097210,0.17097210,0.05472508
42.58333333,0.17094040,0.17094040,0.05472140
42.60000000,0.17090873,0.17090873,0.05471772
42.61666667,0.17087708,0.17087708,0.05471405
42.63333333,0.17084545,0.17084545,0.05471039
42.65000000,0.17081385,0.17081385,0.05470673
42.66666667,0.17078228,0.17078228,0.05470308
42.68333333,0.17075073,0.17075073,0.05469943
42.70000000,0.17071921,0.17071921,0.05469578
42.71666667,0.17068771,0.17068771,0.05469214
42.73333333,0.17065624,0.17065624,0.05468850
42.75000000,0.17062479,0.17062479,0.05468487
42.76666667,0.17059337,0.17059337,0.05468124
42.78333333,0.17056197,0.17056197,0.05467762
42.80000000,0.17053060,0.17053060,0.05467400
42.81666667,0.17049926,0.17049926,0.05467039
42.83333333,0.17046794,0.17046794,0.05466678
42.85000000,0.17043664,0.17043664,0.05466318
42.86666667,0.17040537,0.17040537,0.05465958
42.88333333,0.17037413,0.17037413,0.05465598
42.90000000,0.17034291,0.17034291,0.05465239
42.91666667,0.17031171,0.17031171,0.05464880
42.93333333,0.17028054,0.17028054,0.05464522
42.95000000,0.17024939,0.17024939,0.05464164
42.96666667,0.17021827,0.17021827,0.05463807
42.98333333,0.17018718,0.17018718,0.05463450
43.00000000,0.17015611,0.17015611,0.05463094
43.01666667,0.17012506,0.17012506,0.05462738
43.03333333,0.17009404,0.17009404,0.05462383
43.05000000,0.17006304,0.17006304,0.05462028
43.06666667,0.17003207,0.17003207,0.05461673
43.08333333,0.17000113,0.17000113,0.05461319
43.10000000,0.16997020,0.16997020,0.05460965
43.11666667,0.16993931,0.16993931,0.05460612
43.13333333,0.16990843,0.16990843,0.05460259
43.15000000,0.16987758,0.16987758,0.05459907
43.16666667,0.16984676,0.16984676,0.05459555
43.18333333,0.16981596,0.16981596,0.05459204
43.20000000,0.16978518,0.16978518,0.05458853
43.21666667,0.16975443,0.16975443,0.05458502
43.23333333,0.16972371,0.16972371,0.05458152
43.25000000,0.16969301,0.16969301,0.05457802
43.26666667,0.16966233,0.16966233,0.05457453
43.28333333,0.16963167,0.16963167,0.05457104
43.30000000,0.16960105,0.16960105,0.05456756
43.31666667,0.16957044,0.16957044,0.05456408
43.33333333,0.16953986,0.16953986,0.05456060
43.35000000,0.16950930,0.16950930,0.05455713
43.36666667,0.16947877,0.16947877,0.05455367
43.38333333,0.16944826,0.16944826,0.05455021
43.40000000,0.16941778,0.16941778,0.05454675
43.41666667,0.16938732,0.16938732,0.05454329
43.43333333,0.16935688,0.16935688,0.05453985
43.45000000,0.16932647,0.16932647,0.05453640
43.46666667,0.16929608,0.16929608,0.05453296
43.48333333,0.16926572,0.16926572,0.05452952
43.50000000,0.16923538,0.16923538,0.05452609
43.51666667,0.16920506,0.16920506,0.05452266
43.53333333,0.16917477,0.16917477,0.05451924
43.55000000,0.16914450,0.16914450,0.05451582
43.56666667,0.16911425,0.16911425,0.05451241
43.58333333,0.16908403,0.16908403,0.05450900
43.60000000,0.16905384,0.16905384,0.05450559
43.61666667,0.16902366,0.16902366,0.05450219
43.63333333,0.16899351,0.16899351,0.05449879
43.65000000,0.16896338,0.16896338,0.05449540
43.66666667,0.16893328,0.16893328,0.05449201
43.68333333,0.16890320,0.16890320,0.05448862
43.70000000,0.16887315,0.16887315,0.05448524
43.71666667,0.16884311,0.16884311,0.05448186
43.73333333,0.16881310,0.16881310,0.05447849
43.75000000,0.16878312,0.16878312,0.05447512
43.76666667,0.16875316,0.16875316,0.05447176
43.78333333,0.16872322,0.16872322,0.05446840
43.80000000,0.16869330,0.16869330,0.05446504
43.81666667,0.16866341,0.16866341,0.05446169
43.83333333,0.16863354,0.16863354,0.05445834
43.85000000,0.16860370,0.16860370,0.05445500
43.86666667,0.16857387,0.16857387,0.05445166
43.88333333,0.16854408,0.16854408,0.05444832
43.90000000,0.16851430,0.16851430,0.05444499
43.91666667,0.16848455,0.16848455,0.05444166
43.93333333,0.16845482,0.16845482,0.05443834
43.95000000,0.16842511,0.16842511,0.05443502
43.96666667,0.16839543,0.16839543,0.05443171
43.98333333,0.16836577,0.16836577,0.05442840
44.00000000,0.16833613,0.16833613,0.05442509
44.01666667,0.16830652,0.16830652,0.05442179
44.03333333,0.16827692,0.16827692,0.05441849
