时间/h,全域最大水分浓度/(kg/kg),中心水分浓度/(kg/kg),表面水分浓度/(kg/kg)
9.68333333,0.59031049,0.59031049,0.25124740
9.70000000,0.58907902,0.58907902,0.25043256
9.71666667,0.58785215,0.58785215,0.24962085
9.73333333,0.58662987,0.58662987,0.24881227
9.75000000,0.58541214,0.58541214,0.24800681
9.76666667,0.58419895,0.58419895,0.24720446
9.78333333,0.58299030,0.58299030,0.24640520
9.80000000,0.58178614,0.58178614,0.24560903
9.81666667,0.58058648,0.58058648,0.24481593
9.83333333,0.57939129,0.57939129,0.24402590
9.85000000,0.57820056,0.57820056,0.24323893
9.86666667,0.57701426,0.57701426,0.24245501
9.88333333,0.57583238,0.57583238,0.24167412
9.90000000,0.57465489,0.57465489,0.24089626
9.91666667,0.57348180,0.57348180,0.24012142
9.93333333,0.57231306,0.57231306,0.23934958
9.95000000,0.57114868,0.57114868,0.23858074
9.96666667,0.56998862,0.56998862,0.23781489
9.98333333,0.56883288,0.56883288,0.23705202
10.00000000,0.56768144,0.56768144,0.23629212
10.01666667,0.56653427,0.56653427,0.23553518
10.03333333,0.56539137,0.56539137,0.23478119
10.05000000,0.56425271,0.56425271,0.23403015
10.06666667,0.56311827,0.56311827,0.23328203
10.08333333,0.56198805,0.56198805,0.23253683
10.10000000,0.56086203,0.56086203,0.23179455
10.11666667,0.55974018,0.55974018,0.23105518
10.13333333,0.55862249,0.55862249,0.23031869
10.15000000,0.55750894,0.55750894,0.22958510
10.16666667,0.55639952,0.55639952,0.22885438
10.18333333,0.55529421,0.55529421,0.22812653
10.20000000,0.55419300,0.55419300,0.22740153
10.21666667,0.55309586,0.55309586,0.22667939
10.23333333,0.55200278,0.55200278,0.22596008
10.25000000,0.55091375,0.55091375,0.22524361
10.26666667,0.54982875,0.54982875,0.22452996
10.28333333,0.54874776,0.54874776,0.22381913
10.30000000,0.54767076,0.54767076,0.22311110
10.31666667,0.54659775,0.54659775,0.22240587
10.33333333,0.54552870,0.54552870,0.22170342
10.35000000,0.54446360,0.54446360,0.22100376
10.36666667,0.54340243,0.54340243,0.22030686
10.38333333,0.54234518,0.54234518,0.21961273
10.40000000,0.54129183,0.54129183,0.21892135
10.41666667,0.54024236,0.54024236,0.21823272
10.43333333,0.53919676,0.53919676,0.21754682
10.45000000,0.53815502,0.53815502,0.21686365
10.46666667,0.53711712,0.53711712,0.21618320
10.48333333,0.53608303,0.53608303,0.21550546
10.50000000,0.53505276,0.53505276,0.21483043
10.51666667,0.53402628,0.53402628,0.21415809
10.53333333,0.53300357,0.53300357,0.21348843
10.55000000,0.53198463,0.53198463,0.21282146
10.56666667,0.53096943,0.53096943,0.21215715
10.58333333,0.52995796,0.52995796,0.21149551
10.60000000,0.52895021,0.52895021,0.21083652
10.61666667,0.52794616,0.52794616,0.21018018
10.63333333,0.52694580,0.52694580,0.20952647
10.65000000,0.52594911,0.52594911,0.20887539
10.66666667,0.52495608,0.52495608,0.20822694
10.68333333,0.52396668,0.52396668,0.20758110
10.70000000,0.52298092,0.52298092,0.20693787
10.71666667,0.52199876,0.52199876,0.20629723
10.73333333,0.52102021,0.52102021,0.20565918
10.75000000,0.52004524,0.52004524,0.20502372
10.76666667,0.51907383,0.51907383,0.20439083
10.78333333,0.51810598,0.51810598,0.20376051
10.80000000,0.51714167,0.51714167,0.20313275
10.81666667,0.51618089,0.51618089,0.20250754
10.83333333,0.51522362,0.51522362,0.20188487
10.85000000,0.51426984,0.51426984,0.20126474
10.86666667,0.51331955,0.51331955,0.20064713
10.88333333,0.51237273,0.51237273,0.20003205
10.90000000,0.51142936,0.51142936,0.19941948
10.91666667,0.51048943,0.51048943,0.19880942
10.93333333,0.50955293,0.50955293,0.19820186
10.95000000,0.50861984,0.50861984,0.19759678
10.96666667,0.50769015,0.50769015,0.19699419
10.98333333,0.50676384,0.50676384,0.19639408
11.00000000,0.50584091,0.50584091,0.19579644
11.01666667,0.50492133,0.50492133,0.19520125
11.03333333,0.50400510,0.50400510,0.19460852
11.05000000,0.50309220,0.50309220,0.19401824
11.06666667,0.50218262,0.50218262,0.19343040
11.08333333,0.50127634,0.50127634,0.19284499
11.10000000,0.50037335,0.50037335,0.19226200
11.11666667,0.49947363,0.49947363,0.19168143
11.13333333,0.49857718,0.49857718,0.19110328
11.15000000,0.49768398,0.49768398,0.19052752
11.16666667,0.49679402,0.49679402,0.18995416
11.18333333,0.49590728,0.49590728,0.18938319
11.20000000,0.49502375,0.49502375,0.18881461
11.21666667,0.49414342,0.49414342,0.18824840
11.23333333,0.49326627,0.49326627,0.18768455
11.25000000,0.49239230,0.49239230,0.18712307
11.26666667,0.49152148,0.49152148,0.18656394
11.28333333,0.49065381,0.49065381,0.18600716
11.30000000,0.48978927,0.48978927,0.18545272
11.31666667,0.48892785,0.48892785,0.18490061
11.33333333,0.48806954,0.48806954,0.18435082
11.35000000,0.48721433,0.48721433,0.18380336
11.36666667,0.48636220,0.48636220,0.18325821
11.38333333,0.48551313,0.48551313,0.18271536
11.40000000,0.48466712,0.48466712,0.18217481
11.41666667,0.48382416,0.48382416,0.18163656
11.43333333,0.48298423,0.48298423,0.18110059
11.45000000,0.48214732,0.48214732,0.18056689
11.46666667,0.48131342,0.48131342,0.18003547
11.48333333,0.48048251,0.48048251,0.17950631
11.50000000,0.47965459,0.47965459,0.17897941
11.51666667,0.47882964,0.47882964,0.17845477
11.53333333,0.47800764,0.47800764,0.17793236
11.55000000,0.47718859,0.47718859,0.17741219
11.56666667,0.47637248,0.47637248,0.17689426
11.58333333,0.47555929,0.47555929,0.17637855
11.60000000,0.47474901,0.47474901,0.17586505
11.61666667,0.47394162,0.47394162,0.17535377
11.63333333,0.47313713,0.47313713,0.17484469
11.65000000,0.47233551,0.47233551,0.17433781
11.66666667,0.47153675,0.47153675,0.17383312
11.68333333,0.47074085,0.47074085,0.17333062
11.70000000,0.46994778,0.46994778,0.17283029
11.71666667,0.46915754,0.46915754,0.17233213
11.73333333,0.46837012,0.46837012,0.17183614
11.75000000,0.46758551,0.46758551,0.17134231
11.76666667,0.46680368,0.46680368,0.17085062
11.78333333,0.46602464,0.46602464,0.17036109
11.80000000,0.46524837,0.46524837,0.16987369
11.81666667,0.46447486,0.46447486,0.16938842
11.83333333,0.46370410,0.46370410,0.16890528
11.85000000,0.46293608,0.46293608,0.16842426
11.86666667,0.46217078,0.46217078,0.16794535
11.88333333,0.46140819,0.46140819,0.16746855
11.90000000,0.46064831,0.46064831,0.16699384
11.91666667,0.45989112,0.45989112,0.16652123
11.93333333,0.45913662,0.45913662,0.16605071
11.95000000,0.45838478,0.45838478,0.16558226
11.96666667,0.45763560,0.45763560,0.16511589
11.98333333,0.45688907,0.45688907,0.16465159
12.00000000,0.45614518,0.45614518,0.16418935
12.01666667,0.45540391,0.45540391,0.16372916
12.03333333,0.45466526,0.45466526,0.16327102
12.05000000,0.45392921,0.45392921,0.16281493
12.06666667,0.45319576,0.45319576,0.16236086
12.08333333,0.45246490,0.45246490,0.16190883
12.10000000,0.45173660,0.45173660,0.16145882
12.11666667,0.45101087,0.45101087,0.16101082
12.13333333,0.45028769,0.45028769,0.16056484
12.15000000,0.44956705,0.44956705,0.16012085
12.16666667,0.44884895,0.44884895,0.15967887
12.18333333,0.44813336,0.44813336,0.15923887
12.20000000,0.44742029,0.44742029,0.15880086
12.21666667,0.44670971,0.44670971,0.15836483
12.23333333,0.44600163,0.44600163,0.15793077
12.25000000,0.44529602,0.44529602,0.15749867
12.26666667,0.44459288,0.44459288,0.15706853
12.28333333,0.44389221,0.44389221,0.15664034
12.30000000,0.44319398,0.44319398,0.15621410
12.31666667,0.44249819,0.44249819,0.15578980
12.33333333,0.44180483,0.44180483,0.15536743
12.35000000,0.44111389,0.44111389,0.15494699
12.36666667,0.44042535,0.44042535,0.15452847
12.38333333,0.43973922,0.43973922,0.15411186
12.40000000,0.43905548,0.43905548,0.15369716
12.41666667,0.43837411,0.43837411,0.15328437
12.43333333,0.43769512,0.43769512,0.15287346
12.45000000,0.43701848,0.43701848,0.15246445
12.46666667,0.43634419,0.43634419,0.15205731
12.48333333,0.43567225,0.43567225,0.15165206
12.50000000,0.43500264,0.43500264,0.15124867
12.51666667,0.43433534,0.43433534,0.15084714
12.53333333,0.43367036,0.43367036,0.15044748
12.55000000,0.43300768,0.43300768,0.15004966
12.56666667,0.43234730,0.43234730,0.14965369
12.58333333,0.43168919,0.43168919,0.14925955
12.60000000,0.43103336,0.43103336,0.14886724
12.61666667,0.43037980,0.43037980,0.14847676
12.63333333,0.42972849,0.42972849,0.14808810
12.65000000,0.42907943,0.42907943,0.14770125
12.66666667,0.42843260,0.42843260,0.14731621
12.68333333,0.42778800,0.42778800,0.14693297
12.70000000,0.42714562,0.42714562,0.14655151
12.71666667,0.42650545,0.42650545,0.14617185
12.73333333,0.42586747,0.42586747,0.14579396
12.75000000,0.42523169,0.42523169,0.14541785
12.76666667,0.42459809,0.42459809,0.14504351
12.78333333,0.42396667,0.42396667,0.14467093
12.80000000,0.42333740,0.42333740,0.14430010
12.81666667,0.42271029,0.42271029,0.14393102
12.83333333,0.42208533,0.42208533,0.14356368
12.85000000,0.42146251,0.42146251,0.14319808
12.86666667,0.42084181,0.42084181,0.14283420
12.88333333,0.42022324,0.42022324,0.14247205
12.90000000,0.41960677,0.41960677,0.14211162
12.91666667,0.41899241,0.41899241,0.14175289
12.93333333,0.41838014,0.41838014,0.14139587
12.95000000,0.41776995,0.41776995,0.14104055
12.96666667,0.41716184,0.41716184,0.14068691
12.98333333,0.41655580,0.41655580,0.14033496
13.00000000,0.41595182,0.41595182,0.13998469
13.01666667,0.41534989,0.41534989,0.13963609
13.03333333,0.41475000,0.41475000,0.13928915
13.05000000,0.41415215,0.41415215,0.13894387
13.06666667,0.41355632,0.41355632,0.13860025
13.08333333,0.41296251,0.41296251,0.13825827
13.10000000,0.41237071,0.41237071,0.13791793
13.11666667,0.41178090,0.41178090,0.13757922
13.13333333,0.41119310,0.41119310,0.13724213
13.15000000,0.41060727,0.41060727,0.13690667
13.16666667,0.41002342,0.41002342,0.13657282
13.18333333,0.40944154,0.40944154,0.13624058
13.20000000,0.40886162,0.40886162,0.13590994
13.21666667,0.40828365,0.40828365,0.13558089
13.23333333,0.40770762,0.40770762,0.13525343
13.25000000,0.40713353,0.40713353,0.13492755
13.26666667,0.40656136,0.40656136,0.13460325
13.28333333,0.40599112,0.40599112,0.13428051
13.30000000,0.40542279,0.40542279,0.13395934
13.31666667,0.40485636,0.40485636,0.13363972
13.33333333,0.40429183,0.40429183,0.13332165
13.35000000,0.40372918,0.40372918,0.13300513
13.36666667,0.40316842,0.40316842,0.13269014
13.38333333,0.40260953,0.40260953,0.13237667
13.40000000,0.40205250,0.40205250,0.13206474
13.41666667,0.40149733,0.40149733,0.13175432
13.43333333,0.40094401,0.40094401,0.13144541
13.45000000,0.40039254,0.40039254,0.13113800
13.46666667,0.39984289,0.39984289,0.13083209
13.48333333,0.39929508,0.39929508,0.13052767
13.50000000,0.39874908,0.39874908,0.13022474
13.51666667,0.39820490,0.39820490,0.12992328
13.53333333,0.39766252,0.39766252,0.12962330
13.55000000,0.39712193,0.39712193,0.12932478
13.56666667,0.39658314,0.39658314,0.12902772
13.58333333,0.39604613,0.39604613,0.12873212
13.60000000,0.39551089,0.39551089,0.12843796
13.61666667,0.39497742,0.39497742,0.12814524
13.63333333,0.39444571,0.39444571,0.12785395
13.65000000,0.39391576,0.39391576,0.12756409
13.66666667,0.39338755,0.39338755,0.12727565
13.68333333,0.39286108,0.39286108,0.12698863
13.70000000,0.39233634,0.39233634,0.12670301
13.71666667,0.39181332,0.39181332,0.12641880
13.73333333,0.39129202,0.39129202,0.12613598
13.75000000,0.39077244,0.39077244,0.12585454
13.76666667,0.39025455,0.39025455,0.12557449
13.78333333,0.38973836,0.38973836,0.12529582
13.80000000,0.38922386,0.38922386,0.12501852
13.81666667,0.38871105,0.38871105,0.12474258
13.83333333,0.38819991,0.38819991,0.12446799
13.85000000,0.38769043,0.38769043,0.12419476
13.86666667,0.38718262,0.38718262,0.12392287
13.88333333,0.38667646,0.38667646,0.12365232
13.90000000,0.38617196,0.38617196,0.12338310
13.91666667,0.38566909,0.38566909,0.12311521
13.93333333,0.38516786,0.38516786,0.12284864
13.95000000,0.38466825,0.38466825,0.12258338
13.96666667,0.38417027,0.38417027,0.12231942
13.98333333,0.38367390,0.38367390,0.12205677
14.00000000,0.38317914,0.38317914,0.12179541
14.01666667,0.38268597,0.38268597,0.12153534
14.03333333,0.38219441,0.38219441,0.12127655
14.05000000,0.38170443,0.38170443,0.12101903
14.06666667,0.38121604,0.38121604,0.12076279
14.08333333,0.38072921,0.38072921,0.12050781
14.10000000,0.38024396,0.38024396,0.12025408
14.11666667,0.37976027,0.37976027,0.12000161
14.13333333,0.37927814,0.37927814,0.11975038
14.15000000,0.37879755,0.37879755,0.11950039
14.16666667,0.37831851,0.37831851,0.11925163
14.18333333,0.37784101,0.37784101,0.11900409
14.20000000,0.37736503,0.37736503,0.11875778
14.21666667,0.37689058,0.37689058,0.11851268
14.23333333,0.37641765,0.37641765,0.11826879
14.25000000,0.37594623,0.37594623,0.11802610
14.26666667,0.37547632,0.37547632,0.11778461
14.28333333,0.37500790,0.37500790,0.11754431
14.30000000,0.37454098,0.37454098,0.11730519
14.31666667,0.37407554,0.37407554,0.11706725
14.33333333,0.37361159,0.37361159,0.11683048
14.35000000,0.37314911,0.37314911,0.11659487
14.36666667,0.37268810,0.37268810,0.11636043
14.38333333,0.37222856,0.37222856,0.11612714
14.40000000,0.37177047,0.37177047,0.11589499
14.41666667,0.37131383,0.37131383,0.11566399
14.43333333,0.37085864,0.37085864,0.11543413
14.45000000,0.37040488,0.37040488,0.11520539
14.46666667,0.36995256,0.36995256,0.11497778
14.48333333,0.36950167,0.36950167,0.11475129
14.50000000,0.36905220,0.36905220,0.11452591
14.51666667,0.36860414,0.36860414,0.11430164
14.53333333,0.36815750,0.36815750,0.11407847
14.55000000,0.36771226,0.36771226,0.11385639
14.56666667,0.36726842,0.36726842,0.11363541
14.58333333,0.36682597,0.36682597,0.11341550
14.60000000,0.36638491,0.36638491,0.11319668
14.61666667,0.36594523,0.36594523,0.11297893
14.63333333,0.36550693,0.36550693,0.11276224
14.65000000,0.36506999,0.36506999,0.11254662
14.66666667,0.36463442,0.36463442,0.11233205
14.68333333,0.36420022,0.36420022,0.11211853
14.70000000,0.36376736,0.36376736,0.11190605
14.71666667,0.36333585,0.36333585,0.11169462
14.73333333,0.36290569,0.36290569,0.11148421
14.75000000,0.36247686,0.36247686,0.11127484
14.76666667,0.36204937,0.36204937,0.11106648
14.78333333,0.36162320,0.36162320,0.11085914
14.80000000,0.36119836,0.36119836,0.11065281
14.81666667,0.36077483,0.36077483,0.11044749
14.83333333,0.36035261,0.36035261,0.11024317
14.85000000,0.35993169,0.35993169,0.11003984
14.86666667,0.35951207,0.35951207,0.10983750
14.88333333,0.35909375,0.35909375,0.10963615
14.90000000,0.35867672,0.35867672,0.10943577
14.91666667,0.35826098,0.35826098,0.10923637
14.93333333,0.35784651,0.35784651,0.10903793
14.95000000,0.35743331,0.35743331,0.10884046
14.96666667,0.35702139,0.35702139,0.10864394
14.98333333,0.35661073,0.35661073,0.10844838
15.00000000,0.35620132,0.35620132,0.10825376
15.01666667,0.35579317,0.35579317,0.10806008
15.03333333,0.35538627,0.35538627,0.10786734
15.05000000,0.35498061,0.35498061,0.10767553
15.06666667,0.35457619,0.35457619,0.10748464
15.08333333,0.35417300,0.35417300,0.10729468
15.10000000,0.35377104,0.35377104,0.10710563
15.11666667,0.35337031,0.35337031,0.10691749
15.13333333,0.35297079,0.35297079,0.10673026
15.15000000,0.35257248,0.35257248,0.10654393
15.16666667,0.35217539,0.35217539,0.10635849
15.18333333,0.35177950,0.35177950,0.10617395
15.20000000,0.35138480,0.35138480,0.10599029
15.21666667,0.35099130,0.35099130,0.10580751
15.23333333,0.35059899,0.35059899,0.10562560
15.25000000,0.35020787,0.35020787,0.10544457
15.26666667,0.34981792,0.34981792,0.10526440
15.28333333,0.34942915,0.34942915,0.10508510
15.30000000,0.34904155,0.34904155,0.10490665
15.31666667,0.34865511,0.34865511,0.10472905
15.33333333,0.34826984,0.34826984,0.10455229
15.35000000,0.34788572,0.34788572,0.10437638
15.36666667,0.34750275,0.34750275,0.10420131
15.38333333,0.34712093,0.34712093,0.10402707
15.40000000,0.34674026,0.34674026,0.10385365
15.41666667,0.34636072,0.34636072,0.10368106
15.43333333,0.34598231,0.34598231,0.10350929
15.45000000,0.34560503,0.34560503,0.10333833
15.46666667,0.34522888,0.34522888,0.10316818
15.48333333,0.34485384,0.34485384,0.10299883
15.50000000,0.34447992,0.34447992,0.10283029
15.51666667,0.34410712,0.34410712,0.10266254
15.53333333,0.34373541,0.34373541,0.10249558
15.55000000,0.34336481,0.34336481,0.10232940
15.56666667,0.34299531,0.34299531,0.10216401
15.58333333,0.34262690,0.34262690,0.10199940
15.60000000,0.34225958,0.34225958,0.10183556
15.61666667,0.34189334,0.34189334,0.10167249
15.63333333,0.34152819,0.34152819,0.10151018
15.65000000,0.34116411,0.34116411,0.10134863
15.66666667,0.34080110,0.34080110,0.10118784
15.68333333,0.34043916,0.34043916,0.10102780
15.70000000,0.34007828,0.34007828,0.10086851
15.71666667,0.33971846,0.33971846,0.10070996
15.73333333,0.33935969,0.33935969,0.10055215
15.75000000,0.33900198,0.33900198,0.10039507
15.76666667,0.33864531,0.33864531,0.10023872
15.78333333,0.33828969,0.33828969,0.10008310
15.80000000,0.33793510,0.33793510,0.09992820
15.81666667,0.33758154,0.33758154,0.09977402
15.83333333,0.33722902,0.33722902,0.09962056
15.85000000,0.33687752,0.33687752,0.09946780
15.86666667,0.33652704,0.33652704,0.09931575
15.88333333,0.33617758,0.33617758,0.09916440
15.90000000,0.33582914,0.33582914,0.09901375
15.91666667,0.33548170,0.33548170,0.09886379
15.93333333,0.33513527,0.33513527,0.09871452
15.95000000,0.33478984,0.33478984,0.09856594
15.96666667,0.33444541,0.33444541,0.09841804
15.98333333,0.33410197,0.33410197,0.09827081
16.00000000,0.33375952,0.33375952,0.09812427
16.01666667,0.33341806,0.33341806,0.09797839
16.03333333,0.33307758,0.33307758,0.09783318
16.05000000,0.33273808,0.33273808,0.09768863
16.06666667,0.33239955,0.33239955,0.09754474
16.08333333,0.33206200,0.33206200,0.09740150
16.10000000,0.33172541,0.33172541,0.09725892
16.11666667,0.33138978,0.33138978,0.09711698
16.13333333,0.33105511,0.33105511,0.09697569
16.15000000,0.33072140,0.33072140,0.09683504
16.16666667,0.33038864,0.33038864,0.09669503
16.18333333,0.33005682,0.33005682,0.09655565
16.20000000,0.32972595,0.32972595,0.09641690
16.21666667,0.32939603,0.32939603,0.09627877
16.23333333,0.32906704,0.32906704,0.09614127
16.25000000,0.32873898,0.32873898,0.09600438
16.26666667,0.32841185,0.32841185,0.09586811
16.28333333,0.32808565,0.32808565,0.09573246
16.30000000,0.32776037,0.32776037,0.09559741
16.31666667,0.32743600,0.32743600,0.09546297
16.33333333,0.32711256,0.32711256,0.09532912
16.35000000,0.32679002,0.32679002,0.09519588
16.36666667,0.32646839,0.32646839,0.09506323
16.38333333,0.32614767,0.32614767,0.09493117
16.40000000,0.32582785,0.32582785,0.09479970
16.41666667,0.32550893,0.32550893,0.09466882
16.43333333,0.32519090,0.32519090,0.09453851
16.45000000,0.32487376,0.32487376,0.09440879
16.46666667,0.32455750,0.32455750,0.09427964
16.48333333,0.32424214,0.32424214,0.09415106
16.50000000,0.32392765,0.32392765,0.09402305
16.51666667,0.32361403,0.32361403,0.09389560
16.53333333,0.32330130,0.32330130,0.09376872
16.55000000,0.32298943,0.32298943,0.09364239
16.56666667,0.32267843,0.32267843,0.09351663
16.58333333,0.32236829,0.32236829,0.09339141
16.60000000,0.32205901,0.32205901,0.09326674
16.61666667,0.32175059,0.32175059,0.09314262
16.63333333,0.32144302,0.32144302,0.09301904
16.65000000,0.32113630,0.32113630,0.09289601
16.66666667,0.32083043,0.32083043,0.09277350
16.68333333,0.32052540,0.32052540,0.09265154
16.70000000,0.32022121,0.32022121,0.09253010
16.71666667,0.31991786,0.31991786,0.09240920
16.73333333,0.31961535,0.31961535,0.09228882
16.75000000,0.31931366,0.31931366,0.09216896
16.76666667,0.31901280,0.31901280,0.09204962
16.78333333,0.31871277,0.31871277,0.09193079
16.80000000,0.31841355,0.31841355,0.09181248
16.81666667,0.31811516,0.31811516,0.09169468
16.83333333,0.31781758,0.31781758,0.09157739
16.85000000,0.31752081,0.31752081,0.09146061
16.86666667,0.31722485,0.31722485,0.09134432
16.88333333,0.31692970,0.31692970,0.09122854
16.90000000,0.31663535,0.31663535,0.09111325
16.91666667,0.31634179,0.31634179,0.09099846
16.93333333,0.31604904,0.31604904,0.09088415
16.95000000,0.31575707,0.31575707,0.09077034
16.96666667,0.31546590,0.31546590,0.09065701
16.98333333,0.31517552,0.31517552,0.09054416
17.00000000,0.31488592,0.31488592,0.09043180
17.01666667,0.31459710,0.31459710,0.09031991
17.03333333,0.31430906,0.31430906,0.09020850
17.05000000,0.31402179,0.31402179,0.09009756
17.06666667,0.31373530,0.31373530,0.08998709
17.08333333,0.31344958,0.31344958,0.08987709
17.10000000,0.31316462,0.31316462,0.08976755
17.11666667,0.31288043,0.31288043,0.08965847
17.13333333,0.31259700,0.31259700,0.08954985
17.15000000,0.31231432,0.31231432,0.08944169
17.16666667,0.31203240,0.31203240,0.08933399
17.18333333,0.31175124,0.31175124,0.08922674
17.20000000,0.31147082,0.31147082,0.08911993
17.21666667,0.31119115,0.31119115,0.08901358
17.23333333,0.31091222,0.31091222,0.08890766
17.25000000,0.31063404,0.31063404,0.08880219
17.26666667,0.31035659,0.31035659,0.08869717
17.28333333,0.31007988,0.31007988,0.08859257
17.30000000,0.30980390,0.30980390,0.08848842
17.31666667,0.30952865,0.30952865,0.08838469
17.33333333,0.30925413,0.30925413,0.08828140
17.35000000,0.30898033,0.30898033,0.08817853
17.36666667,0.30870726,0.30870726,0.08807609
17.38333333,0.30843490,0.30843490,0.08797407
17.40000000,0.30816326,0.30816326,0.08787248
17.41666667,0.30789233,0.30789233,0.08777130
17.43333333,0.30762212,0.30762212,0.08767054
17.45000000,0.30735261,0.30735261,0.08757019
17.46666667,0.30708381,0.30708381,0.08747025
17.48333333,0.30681571,0.30681571,0.08737073
17.50000000,0.30654832,0.30654832,0.08727161
17.51666667,0.30628162,0.30628162,0.08717290
17.53333333,0.30601561,0.30601561,0.08707459
17.55000000,0.30575030,0.30575030,0.08697668
17.56666667,0.30548568,0.30548568,0.08687917
17.58333333,0.30522175,0.30522175,0.08678206
17.60000000,0.30495850,0.30495850,0.08668534
17.61666667,0.30469593,0.30469593,0.08658902
17.63333333,0.30443404,0.30443404,0.08649308
17.65000000,0.30417284,0.30417284,0.08639754
17.66666667,0.30391230,0.30391230,0.08630238
17.68333333,0.30365244,0.30365244,0.08620760
17.70000000,0.30339325,0.30339325,0.08611321
17.71666667,0.30313473,0.30313473,0.08601919
17.73333333,0.30287687,0.30287687,0.08592556
17.75000000,0.30261967,0.30261967,0.08583230
17.76666667,0.30236314,0.30236314,0.08573941
17.78333333,0.30210726,0.30210726,0.08564690
17.80000000,0.30185204,0.30185204,0.08555475
17.81666667,0.30159747,0.30159747,0.08546298
17.83333333,0.30134355,0.30134355,0.08537157
17.85000000,0.30109028,0.30109028,0.08528052
17.86666667,0.30083765,0.30083765,0.08518984
17.88333333,0.30058567,0.30058567,0.08509952
17.90000000,0.30033433,0.30033433,0.08500956
17.91666667,0.30008363,0.30008363,0.08491995
17.93333333,0.29983356,0.29983356,0.08483070
17.95000000,0.29958413,0.29958413,0.08474180
17.96666667,0.29933533,0.29933533,0.08465325
17.98333333,0.29908716,0.29908716,0.08456505
18.00000000,0.29883962,0.29883962,0.08447720
18.01666667,0.29859270,0.29859270,0.08438969
18.03333333,0.29834640,0.29834640,0.08430253
18.05000000,0.29810073,0.29810073,0.08421571
18.06666667,0.29785567,0.29785567,0.08412923
18.08333333,0.29761123,0.29761123,0.08404309
18.10000000,0.29736740,0.29736740,0.08395729
18.11666667,0.29712418,0.29712418,0.08387182
18.13333333,0.29688158,0.29688158,0.08378668
18.15000000,0.29663958,0.29663958,0.08370188
18.16666667,0.29639818,0.29639818,0.08361740
18.18333333,0.29615739,0.29615739,0.08353325
18.20000000,0.29591720,0.29591720,0.08344943
18.21666667,0.29567760,0.29567760,0.08336594
18.23333333,0.29543860,0.29543860,0.08328276
18.25000000,0.29520020,0.29520020,0.08319991
18.26666667,0.29496239,0.29496239,0.08311738
18.28333333,0.29472517,0.29472517,0.08303517
18.30000000,0.29448853,0.29448853,0.08295327
18.31666667,0.29425248,0.29425248,0.08287169
18.33333333,0.29401702,0.29401702,0.08279042
18.35000000,0.29378213,0.29378213,0.08270946
18.36666667,0.29354783,0.29354783,0.08262881
18.38333333,0.29331410,0.29331410,0.08254848
18.40000000,0.29308095,0.29308095,0.08246844
18.41666667,0.29284837,0.29284837,0.08238872
18.43333333,0.29261636,0.29261636,0.08230929
18.45000000,0.29238492,0.29238492,0.08223017
18.46666667,0.29215404,0.29215404,0.08215135
18.48333333,0.29192374,0.29192374,0.08207283
18.50000000,0.29169399,0.29169399,0.08199461
18.51666667,0.29146481,0.29146481,0.08191668
18.53333333,0.29123618,0.29123618,0.08183905
18.55000000,0.29100811,0.29100811,0.08176171
18.56666667,0.29078060,0.29078060,0.08168466
18.58333333,0.29055364,0.29055364,0.08160791
18.60000000,0.29032723,0.29032723,0.08153144
18.61666667,0.29010137,0.29010137,0.08145526
18.63333333,0.28987605,0.28987605,0.08137936
18.65000000,0.28965129,0.28965129,0.08130375
18.66666667,0.28942706,0.28942706,0.08122842
18.68333333,0.28920338,0.28920338,0.08115338
18.70000000,0.28898024,0.28898024,0.08107861
18.71666667,0.28875763,0.28875763,0.08100412
18.73333333,0.28853556,0.28853556,0.08092992
18.75000000,0.28831402,0.28831402,0.08085598
18.76666667,0.28809302,0.28809302,0.08078232
18.78333333,0.28787254,0.28787254,0.08070894
18.80000000,0.28765260,0.28765260,0.08063582
18.81666667,0.28743318,0.28743318,0.08056298
18.83333333,0.28721428,0.28721428,0.08049041
18.85000000,0.28699591,0.28699591,0.08041810
18.86666667,0.28677806,0.28677806,0.08034606
18.88333333,0.28656072,0.28656072,0.08027429
18.90000000,0.28634391,0.28634391,0.08020278
18.91666667,0.28612761,0.28612761,0.08013153
18.93333333,0.28591182,0.28591182,0.08006055
18.95000000,0.28569655,0.28569655,0.07998982
18.96666667,0.28548178,0.28548178,0.07991935
18.98333333,0.28526752,0.28526752,0.07984914
19.00000000,0.28505377,0.28505377,0.07977919
19.01666667,0.28484053,0.28484053,0.07970949
19.03333333,0.28462779,0.28462779,0.07964005
19.05000000,0.28441555,0.28441555,0.07957086
19.06666667,0.28420381,0.28420381,0.07950192
19.08333333,0.28399256,0.28399256,0.07943323
19.10000000,0.28378182,0.28378182,0.07936479
19.11666667,0.28357156,0.28357156,0.07929660
19.13333333,0.28336180,0.28336180,0.07922865
19.15000000,0.28315253,0.28315253,0.07916095
19.16666667,0.28294375,0.28294375,0.07909349
19.18333333,0.28273546,0.28273546,0.07902628
19.20000000,0.28252766,0.28252766,0.07895931
19.21666667,0.28232033,0.28232033,0.07889257
19.23333333,0.28211350,0.28211350,0.07882608
19.25000000,0.28190714,0.28190714,0.07875983
19.26666667,0.28170126,0.28170126,0.07869381
19.28333333,0.28149586,0.28149586,0.07862803
19.30000000,0.28129093,0.28129093,0.07856249
19.31666667,0.28108648,0.28108648,0.07849717
19.33333333,0.28088250,0.28088250,0.07843210
19.35000000,0.28067900,0.28067900,0.07836725
